2011-04-05 07:40:38 Notice: Notice (8): Undefined index:  a in [/Library/WebServer/Documents/4227/api/app/controllers/users_controller.php, line 10]
2011-04-05 07:49:55 Notice: Notice (8): Undefined index:  forms in [/Library/WebServer/Documents/4227/api/app/controllers/users_controller.php, line 16]
2011-04-05 07:50:11 Notice: Notice (8): Undefined index:  forms in [/Library/WebServer/Documents/4227/api/app/controllers/users_controller.php, line 16]
2011-04-05 07:53:52 Notice: Notice (8): Undefined index:  username in [/Library/WebServer/Documents/4227/api/app/controllers/users_controller.php, line 20]
2011-04-05 07:56:30 Notice: Notice (8): Undefined variable: error in [/Library/WebServer/Documents/4227/api/app/controllers/users_controller.php, line 11]
2011-04-05 08:08:32 Notice: Notice (8): Undefined index:  username in [/Library/WebServer/Documents/4227/api/app/models/user.php, line 24]
2011-04-05 08:08:32 Notice: Notice (8): Undefined index:  password in [/Library/WebServer/Documents/4227/api/app/models/user.php, line 25]
2011-04-11 09:44:00 Notice: Notice (8): Undefined variable: data in [/Library/WebServer/Documents/4227/website/app/controllers/users_controller.php, line 11]
2011-04-11 12:47:46 Notice: Notice (8): Undefined variable: data in [/Library/WebServer/Documents/4227/website/app/controllers/users_controller.php, line 38]
2011-04-11 12:47:46 Notice: Notice (8): Undefined variable:  in [/Library/WebServer/Documents/4227/website/app/controllers/users_controller.php, line 45]
2011-04-11 12:48:02 Notice: Notice (8): Undefined variable:  in [/Library/WebServer/Documents/4227/website/app/controllers/users_controller.php, line 45]
2011-04-11 12:48:21 Notice: Notice (8): Undefined variable: data in [/Library/WebServer/Documents/4227/website/app/controllers/users_controller.php, line 22]
2011-04-11 12:52:03 Notice: Notice (8): Undefined property: ApiComponent::$Session in [/Library/WebServer/Documents/4227/website/app/controllers/components/api.php, line 17]
2011-04-11 12:52:42 Notice: Notice (8): Undefined property: ApiComponent::$Session in [/Library/WebServer/Documents/4227/website/app/controllers/components/api.php, line 17]
2011-04-11 13:04:54 Notice: Notice (8): Undefined index:  User in [/Library/WebServer/Documents/4227/website/app/views/layouts/default.ctp, line 34]
2011-04-11 13:05:06 Notice: Notice (8): Undefined index:  User in [/Library/WebServer/Documents/4227/website/app/controllers/users_controller.php, line 38]
2011-04-11 13:05:58 Notice: Notice (8): Undefined index:  User in [/Library/WebServer/Documents/4227/website/app/views/layouts/default.ctp, line 34]
2011-04-11 13:07:36 Notice: Notice (8): Undefined index:  User in [/Library/WebServer/Documents/4227/website/app/views/layouts/default.ctp, line 34]
2011-04-11 13:18:04 Notice: Notice (8): Undefined variable: video in [/Library/WebServer/Documents/4227/website/app/controllers/videos_controller.php, line 11]
2011-04-11 13:18:29 Notice: Notice (8): Undefined variable: respond in [/Library/WebServer/Documents/4227/website/app/controllers/components/api.php, line 11]
2011-04-11 13:56:23 Notice: Notice (8): Undefined variable: error in [/Library/WebServer/Documents/4227/website/app/controllers/queues_controller.php, line 17]
2011-04-11 13:59:42 Notice: Notice (8): Undefined variable: video_id in [/Library/WebServer/Documents/4227/website/app/controllers/queues_controller.php, line 26]
2011-04-11 15:21:46 Notice: Notice (8): Undefined index:  error in [/Library/WebServer/Documents/4227/website/app/controllers/users_controller.php, line 119]
2011-04-11 16:49:14 Notice: Notice (8): Trying to get property of non-object in [/Users/rasheilla/Localhost/4227/website/app/controllers/users_controller.php, line 25]
2011-04-11 16:49:31 Notice: Notice (8): Trying to get property of non-object in [/Users/rasheilla/Localhost/4227/website/app/controllers/users_controller.php, line 25]
2011-04-12 04:14:23 Notice: Notice (8): Undefined index:  youtube in [/Library/WebServer/Documents/4227/website/app/views/videos/show.ctp, line 11]
2011-04-12 08:25:17 Notice: Notice (8): Undefined variable: genres in [/Library/WebServer/Documents/4227/website/app/controllers/genres_controller.php, line 9]
2011-04-12 08:25:21 Notice: Notice (8): Undefined variable: genres in [/Library/WebServer/Documents/4227/website/app/controllers/genres_controller.php, line 9]
2011-04-12 08:25:54 Notice: Notice (8): Undefined variable: genres in [/Library/WebServer/Documents/4227/website/app/controllers/genres_controller.php, line 10]
2011-04-12 08:42:08 Notice: Notice (8): Undefined variable: view in [/Library/WebServer/Documents/4227/website/app/config/bootstrap.php, line 57]
2011-04-12 08:42:08 Notice: Notice (8): Trying to get property of non-object in [/Library/WebServer/Documents/4227/website/app/config/bootstrap.php, line 57]
2011-04-12 18:32:57 Notice: Notice (8): Undefined variable: data in [/Library/WebServer/Documents/4227/website/app/controllers/components/api.php, line 21]
2011-04-12 18:41:10 Notice: Notice (8): Undefined index:  ACK in [/Library/WebServer/Documents/4227/website/app/controllers/users_controller.php, line 134]
2011-04-12 19:06:23 Notice: Notice (8): Undefined property: ActorsController::$Api in [/Library/WebServer/Documents/4227/website/app/controllers/actors_controller.php, line 22]
2011-04-12 19:06:38 Notice: Notice (8): Undefined property: ActorsController::$error in [/Library/WebServer/Documents/4227/website/app/controllers/actors_controller.php, line 8]
2011-04-12 19:06:38 Notice: Notice (8): Undefined property: ActorsController::$result in [/Library/WebServer/Documents/4227/website/app/controllers/actors_controller.php, line 13]
2011-04-12 19:09:43 Notice: Notice (8): Undefined index:  fullname in [/Library/WebServer/Documents/4227/website/app/views/actors/show.ctp, line 4]
2011-04-12 19:12:16 Notice: Notice (8): Undefined offset:  0 in [/Library/WebServer/Documents/4227/website/app/views/actors/show.ctp, line 4]
2011-04-12 21:08:20 Notice: Notice (8): Undefined index:  User in [/Library/WebServer/Documents/4227/website/app/controllers/employees_controller.php, line 9]
2011-04-12 21:08:20 Notice: Notice (8): Undefined property: EmployeesController::$Api in [/Library/WebServer/Documents/4227/website/app/controllers/employees_controller.php, line 41]
2011-04-12 21:15:38 Notice: Notice (8): Undefined index:  User in [/Library/WebServer/Documents/4227/website/app/controllers/employees_controller.php, line 10]
2011-04-12 21:15:38 Notice: Notice (8): Undefined property: EmployeesController::$Api in [/Library/WebServer/Documents/4227/website/app/controllers/employees_controller.php, line 42]
2011-04-12 21:16:07 Notice: Notice (8): Undefined index:  User in [/Library/WebServer/Documents/4227/website/app/controllers/employees_controller.php, line 10]
2011-04-12 21:16:07 Notice: Notice (8): Undefined property: EmployeesController::$Api in [/Library/WebServer/Documents/4227/website/app/controllers/employees_controller.php, line 42]
2011-04-12 23:16:36 Notice: Notice (8): Undefined index:  User in [/Library/WebServer/Documents/4227/website/app/controllers/employees_controller.php, line 10]
2011-04-12 23:16:36 Notice: Notice (8): Undefined property: EmployeesController::$Api in [/Library/WebServer/Documents/4227/website/app/controllers/employees_controller.php, line 42]
2011-04-12 23:16:56 Notice: Notice (8): Undefined property: EmployeesController::$Api in [/Library/WebServer/Documents/4227/website/app/controllers/employees_controller.php, line 42]
2011-04-12 23:31:46 Notice: Notice (8): Undefined index:  roles in [/Library/WebServer/Documents/4227/website/app/config/bootstrap.php, line 67]
2011-04-12 23:39:01 Notice: Notice (8): Undefined variable: result in [/Library/WebServer/Documents/4227/website/app/controllers/genres_controller.php, line 21]
2011-04-13 00:41:55 Notice: Notice (8): Use of undefined constant hidden - assumed 'hidden' in [/Library/WebServer/Documents/4227/website/app/views/genres/admin_edit.ctp, line 7]
2011-04-13 00:41:55 Notice: Notice (8): Undefined index:  Genre in [/Library/WebServer/Documents/4227/website/app/views/genres/admin_edit.ctp, line 8]
2011-04-13 00:41:55 Notice: Notice (8): Undefined index:  Genre in [/Library/WebServer/Documents/4227/website/app/views/genres/admin_edit.ctp, line 11]
2011-04-13 00:42:22 Notice: Notice (8): Use of undefined constant hidden - assumed 'hidden' in [/Library/WebServer/Documents/4227/website/app/views/genres/admin_edit.ctp, line 7]
2011-04-13 00:42:22 Notice: Notice (8): Undefined index:  Genre in [/Library/WebServer/Documents/4227/website/app/views/genres/admin_edit.ctp, line 8]
2011-04-13 00:42:22 Notice: Notice (8): Undefined index:  Genre in [/Library/WebServer/Documents/4227/website/app/views/genres/admin_edit.ctp, line 11]
2011-04-13 00:42:32 Notice: Notice (8): Use of undefined constant hidden - assumed 'hidden' in [/Library/WebServer/Documents/4227/website/app/views/genres/admin_edit.ctp, line 7]
2011-04-13 00:42:58 Notice: Notice (8): Undefined variable: genre in [/Library/WebServer/Documents/4227/website/app/views/genres/admin_edit.ctp, line 8]
2011-04-13 00:42:58 Notice: Notice (8): Undefined variable: genre in [/Library/WebServer/Documents/4227/website/app/views/genres/admin_edit.ctp, line 11]
2011-04-13 00:43:26 Notice: Notice (8): Undefined variable: genre in [/Library/WebServer/Documents/4227/website/app/views/genres/admin_edit.ctp, line 8]
2011-04-13 00:43:26 Notice: Notice (8): Undefined variable: genre in [/Library/WebServer/Documents/4227/website/app/views/genres/admin_edit.ctp, line 11]
2011-04-13 00:45:04 Notice: Notice (8): Undefined variable: genre in [/Library/WebServer/Documents/4227/website/app/views/genres/admin_edit.ctp, line 8]
2011-04-13 00:45:04 Notice: Notice (8): Undefined variable: genre in [/Library/WebServer/Documents/4227/website/app/views/genres/admin_edit.ctp, line 11]
2011-04-13 00:55:10 Notice: Notice (8): Undefined variable: genre in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_index.ctp, line 7]
2011-04-13 00:55:10 Notice: Notice (8): Undefined variable: genre in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_index.ctp, line 9]
2011-04-13 00:55:10 Notice: Notice (8): Undefined variable: genre in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_index.ctp, line 11]
2011-04-13 00:55:20 Notice: Notice (8): Undefined variable: genre in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_index.ctp, line 9]
2011-04-13 00:55:20 Notice: Notice (8): Undefined variable: genre in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_index.ctp, line 11]
2011-04-13 01:10:51 Notice: Notice (8): Undefined variable: genre_selected in [/Library/WebServer/Documents/4227/website/app/controllers/videos_controller.php, line 32]
2011-04-13 01:11:59 Notice: Notice (8): Undefined index:  id in [/Library/WebServer/Documents/4227/website/app/controllers/videos_controller.php, line 41]
2011-04-13 01:11:59 Notice: Notice (8): Undefined index:  name in [/Library/WebServer/Documents/4227/website/app/controllers/videos_controller.php, line 41]
2011-04-13 01:12:09 Notice: Notice (8): Undefined index:  id in [/Library/WebServer/Documents/4227/website/app/controllers/videos_controller.php, line 42]
2011-04-13 01:12:09 Notice: Notice (8): Undefined index:  name in [/Library/WebServer/Documents/4227/website/app/controllers/videos_controller.php, line 42]
2011-04-13 01:14:42 Notice: Notice (8): Undefined index:  Video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 7]
2011-04-13 01:14:42 Notice: Notice (8): Undefined index:  Video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 11]
2011-04-13 01:15:01 Notice: Notice (8): Undefined index:  Video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 8]
2011-04-13 01:15:01 Notice: Notice (8): Undefined index:  Video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 12]
2011-04-13 01:15:38 Notice: Notice (8): Undefined index:  Video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 8]
2011-04-13 01:15:38 Notice: Notice (8): Undefined index:  Video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 12]
2011-04-13 01:19:05 Notice: Notice (8): Undefined variable: video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 8]
2011-04-13 01:19:05 Notice: Notice (8): Undefined variable: video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 12]
2011-04-13 01:19:05 Notice: Notice (8): Undefined variable: video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 15]
2011-04-13 01:19:05 Notice: Notice (8): Undefined variable: video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 18]
2011-04-13 01:19:05 Notice: Notice (8): Undefined variable: video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 21]
2011-04-13 01:19:05 Notice: Notice (8): Undefined variable: video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 24]
2011-04-13 01:19:05 Notice: Notice (8): Undefined variable: genres in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 27]
2011-04-13 01:19:05 Notice: Notice (8): Undefined variable: actors in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 30]
2011-04-13 01:19:21 Notice: Notice (8): Undefined variable: video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 8]
2011-04-13 01:19:21 Notice: Notice (8): Undefined variable: video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 12]
2011-04-13 01:19:21 Notice: Notice (8): Undefined variable: video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 15]
2011-04-13 01:19:21 Notice: Notice (8): Undefined variable: video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 18]
2011-04-13 01:19:21 Notice: Notice (8): Undefined variable: video in [/Library/WebServer/Documents/4227/website/app/views/videos/admin_edit.ctp, line 21]
